word,format,ipa,arpa,arteme,ratio
tyigh,ipa,taɪ,T AY,təə,0.400
tzschirner,arpa,tʃɝnɝ,CH ER N ER,ʃəɹnəɹ,0.400
tzschirner,ipa,tʃɝnɝ,CH ER N ER,ʃəɹnəɹ,0.400
urche,arpa,ɚtʃ,CH,əɹʃ,0.200
urche,ipa,ɚtʃ,CH,əɹʃ,0.400
urr,arpa,ɝ,ER,əɹ,0.333
urr,ipa,ɝ,ER,əɹ,0.333
vaisseaux,arpa,veɪsoʊ,V EY S OW,fəəsəə,0.444
vaisseaux,ipa,veɪsoʊ,V EY S OW,fəəsəə,0.444
vaugh,arpa,vɔ,V AO,fə,0.400
vaugh,arteme,vɔ,V AO,fə,0.400
vaugh,ipa,vɔ,V AO,fə,0.400
vaughan,arpa,vɑn,N,fən,0.143
vaughan,arpa,ʋɒn,V N,,0.286
vaughan,arpa,vɒn,V AA N,,0.429
vaughan,arpa,vɔn,V AO N,,0.429
vaughan,arteme,vɑn,N,fən,0.429
vaughan,ipa,vɑn,N,fən,0.429
vaughan,ipa,vɒn,V AA N,,0.429
vaughan,ipa,vɔn,V AO N,,0.429
vaughan,ipa,ʋɒn,V N,,0.429
vaughan's,arpa,vɔnz,V AO N Z,fəns,0.444
vaughan's,arteme,vɔnz,V AO N Z,fəns,0.444
vaughan's,ipa,vɔnz,V AO N Z,fəns,0.444
vaughes,arpa,vɔɪz,V OY Z,fəəs,0.429
vaughes,ipa,vɔɪz,V OY Z,fəəs,0.429
veaux,arpa,voʊ,V OW,fəə,0.400
veaux,ipa,voʊ,V OW,fəə,0.400
veh,arpa,v,V,f,0.333
veh,arteme,v,V,f,0.333
veh,ipa,v,V,f,0.333
veigh,arpa,veɪ,V EY,fəə,0.400
veigh,ipa,veɪ,V EY,fəə,0.400
veigh's,arpa,veɪz,V EY Z,fəəs,0.429
veigh's,ipa,veɪz,V EY Z,fəəs,0.429
veult,arpa,vɛ,V EH,fə,0.400
veult,arteme,vɛ,V EH,fə,0.400
veult,ipa,vɛ,V EH,fə,0.400
viewsheds,ipa,vaɪʃts,V AY SH T S,fəəʃs,0.444
waaaa,arpa,woʊ,W OW,əəə,0.400
waaaa,ipa,woʊ,W OW,əəə,0.400
waaaaa,arpa,woʊ,W OW,əəə,0.333
waaaaa,ipa,woʊ,W OW,əəə,0.333
waaaaaa,arpa,woʊoʊ,W OW OW,əəəəə,0.429
waaaaaa,ipa,woʊoʊ,W OW OW,əəəəə,0.429
waaaaaaa,arpa,woʊoʊ,W OW OW,əəəəə,0.375
waaaaaaa,ipa,woʊoʊ,W OW OW,əəəəə,0.375
waaaaaaaa,arpa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.444
waaaaaaaa,ipa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.444
waaaaaaaaa,arpa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.400
waaaaaaaaa,ipa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.400
waaaaaaaaaa,arpa,woʊoʊoʊoʊ,W OW OW OW OW,əəəəəəəəə,0.455
waaaaaaaaaa,ipa,woʊoʊoʊoʊ,W OW OW OW OW,əəəəəəəəə,0.455
waaaaaaaaaaaa,arpa,woʊoʊoʊoʊoʊ,W OW OW OW OW OW,əəəəəəəəəəə,0.462
waaaaaaaaaaaa,ipa,woʊoʊoʊoʊoʊ,W OW OW OW OW OW,əəəəəəəəəəə,0.462
waaaaaaaaaaaaaaaaa,arpa,woʊoʊoʊoʊoʊoʊoʊ,W OW OW OW OW OW OW OW,əəəəəəəəəəəəəəə,0.444
waaaaaaaaaaaaaaaaa,ipa,woʊoʊoʊoʊoʊoʊoʊ,W OW OW OW OW OW OW OW,əəəəəəəəəəəəəəə,0.444
waite's,ipa,weɪts,W EY T S,əəəs,0.429
waugh,arpa,wɒ,W,fə,0.200
waugh,arpa,wɔ,W AO,əə,0.400
waugh,arteme,wɒ,W,fə,0.400
waugh,arteme,wɔ,W AO,əə,0.400
waugh,ipa,wɒ,W,fə,0.400
waugh,ipa,wɔ,W AO,əə,0.400
waugh,ipa,ʋɒ,,,0.400
waugh's,arpa,wɔz,W AO Z,əəs,0.429
waugh's,arteme,wɔz,W AO Z,əəs,0.429
waugh's,ipa,wɔz,W AO Z,əəs,0.429
wauschirsch,arpa,wɔʃɚʃ,W AO SH SH,əəʃəɹʃ,0.364
wauschirsch,ipa,wɔʃɚʃ,W AO SH SH,əəʃəɹʃ,0.455
weigh'd,arpa,weɪd,W EY D,əəət,0.429
weigh'd,ipa,weɪd,W EY D,əəət,0.429
weigher,arpa,weɪə,W EY,əəəə,0.286
weigher,arpa,weɪɚ,W EY ER,əəəəɹ,0.429
weigher,ipa,weɪə,W EY,əəəə,0.429
weigher,ipa,weɪɚ,W EY ER,əəəəɹ,0.429
weigher,ipa,weɪɝ,,,0.429
weight's,ipa,weɪts,W EY T S,əəəs,0.375
whaugh,arpa,wɔ,W AO,əə,0.333
whaugh,arteme,wɔ,W AO,əə,0.333
whaugh,ipa,wɔ,W AO,əə,0.333
wheeh,arpa,wi,W IY,əə,0.400
wheeh,arteme,wi,W IY,əə,0.400
wheeh,ipa,wi,W IY,əə,0.400
wheelwright's,ipa,wilɹaɪts,W IY L R AY T S,əəlɹəəs,0.462
whirr's,arpa,wɝz,W ER Z,əəɹs,0.429
whirr's,ipa,wɝz,W ER Z,əəɹs,0.429
whitschurch,arpa,wɪtʃɚtʃ,W IH CH CH,əəʃəɹʃ,0.364
whitschurch,ipa,wɪtʃɚtʃ,W IH CH CH,əəʃəɹʃ,0.455
whoax,arpa,woʊ,W OW,əəə,0.400
whoax,ipa,woʊ,W OW,əəə,0.400
whooosh,arpa,wuʃ,UH SH,əəʃ,0.286
whooosh,arpa,wʊʃ,UW SH,,0.286
whooosh,arpa,ʍuʃ,W UH SH,,0.429
whooosh,arpa,ʍʊʃ,W UW SH,,0.429
whooosh,arteme,wuʃ,UH SH,əəʃ,0.429
whooosh,ipa,wuʃ,UH SH,əəʃ,0.429
whooosh,ipa,wʊʃ,UW SH,,0.429
whooosh,ipa,ʍuʃ,W UH SH,,0.429
whooosh,ipa,ʍʊʃ,W UW SH,,0.429
whyte's,ipa,waɪts,W AY T S,əəəs,0.429
wight's,ipa,waɪts,W AY T S,əəəs,0.429
witte's,arteme,wɪts,W IH T S,əəs,0.429
witte's,ipa,wɪts,W IH T S,əəs,0.429
woaaaaaa,arpa,woʊoʊ,W OW OW,əəəəə,0.375
woaaaaaa,ipa,woʊoʊ,W OW OW,əəəəə,0.375
woaaaaaaaa,arpa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.400
woaaaaaaaa,ipa,woʊoʊoʊ,W OW OW OW,əəəəəəə,0.400
woolfardisworthy,arpa,wʊlzəɹi,W UH L Z R IY,əəlsəɹə,0.375
woolfardisworthy,arteme,wʊlzəɹi,W UH L Z R IY,əəlsəɹə,0.438
woolfardisworthy,ipa,wʊlzəɹi,W UH L Z R IY,əəlsəɹə,0.438
woooosh,arpa,wuʃ,UH SH,əəʃ,0.286
woooosh,arpa,wʊʃ,UW SH,,0.286
woooosh,arpa,ʍuʃ,W UH SH,,0.429
woooosh,arpa,ʍʊʃ,W UW SH,,0.429
woooosh,arteme,wuʃ,UH SH,əəʃ,0.429
woooosh,ipa,wuʃ,UH SH,əəʃ,0.429
woooosh,ipa,wʊʃ,UW SH,,0.429
woooosh,ipa,ʍuʃ,W UH SH,,0.429
woooosh,ipa,ʍʊʃ,W UW SH,,0.429
wough,arpa,woʊ,W OW,əəə,0.400
wough,ipa,woʊ,W OW,əəə,0.400
wraye,arpa,ɹeɪ,R EY,ɹəə,0.400
wraye,ipa,ɹeɪ,R EY,ɹəə,0.400
wreathe,arpa,ɹid,R IY D,ɹəf,0.429
wreathe,arpa,ɹiv,R IY DH,ɹət,0.429
wreathe,arpa,ɹið,R IY V,ɹəθ,0.429
wreathe,arteme,ɹid,R IY D,ɹəf,0.429
wreathe,arteme,ɹiv,R IY DH,ɹət,0.429
wreathe,arteme,ɹið,R IY V,ɹəθ,0.429
wreathe,ipa,ɹid,R IY D,ɹəf,0.429
wreathe,ipa,ɹiv,R IY DH,ɹət,0.429
wreathe,ipa,ɹið,R IY V,ɹəθ,0.429
wright's,ipa,ɹaɪts,R AY T S,ɹəəs,0.375
wrights,ipa,ɹaɪts,R AY T S,ɹəəs,0.429
wrought,arpa,ɹaʊt,R,ɹət,0.143
wrought,arpa,ɹɔt,R T,,0.286
wrought,arpa,ɹɑt,R AA T,ɹəət,0.429
wrought,arpa,ɹɒt,R AO T,,0.429
wrought,arpa,ɹɒʈ,R AW T,,0.429
wrought,arteme,ɹaʊt,R,ɹət,0.429
wrought,ipa,ɹaʊt,R,ɹət,0.429
wrought,ipa,ɹɑt,R AA T,ɹəət,0.429
wrought,ipa,ɹɒt,R AO T,,0.429
wrought,ipa,ɹɒʈ,R AW T,,0.429
wrought,ipa,ɹɔt,R T,,0.429
wth,arpa,θ,TH,θ,0.333
wth,arteme,θ,TH,θ,0.333
wth,ipa,θ,TH,θ,0.333
y'ought,arpa,jɔt,Y AO T,əət,0.429
y'ought,arteme,jɔt,Y AO T,əət,0.429
y'ought,ipa,jɔt,Y AO T,əət,0.429
yacht's,arteme,jɑts,Y AA T S,əəs,0.429
yacht's,ipa,jɑts,Y AA T S,əəs,0.429
yeigh,arpa,ji,Y IY,əə,0.400
yeigh,arteme,ji,Y IY,əə,0.400
yeigh,ipa,ji,Y IY,əə,0.400
you'l,arpa,ju,Y UW,əə,0.400
you'l,arteme,ju,Y UW,əə,0.400
you'l,ipa,ju,Y UW,əə,0.400
you'rre,arpa,juɹ,Y UW R,əəɹ,0.429
you'rre,arteme,juɹ,Y UW R,əəɹ,0.429
you'rre,ipa,juɹ,Y UW R,əəɹ,0.429
youde's,arteme,judz,Y UW D Z,əəs,0.429
youde's,ipa,judz,Y UW D Z,əəs,0.429
zeuwe,arpa,zu,Z UW,sə,0.400
zeuwe,arteme,zu,Z UW,sə,0.400
zeuwe,ipa,zu,Z UW,sə,0.400
zschokke,arpa,ʒɑk,ZH AA K,ʃək,0.375
zschokke,arteme,ʒɑk,ZH AA K,ʃək,0.375
zschokke,ipa,ʒɑk,ZH AA K,ʃək,0.375
